subject, run, tests, empirical, laplace, localgt, reset1, reset10, b1, f1, f2, f3, f4, v1, v2, v3, v4
json, 9, 100, 0,  2, 26, 173, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 9, 200, 34,  12, 259, 1689, 156, 5,  10, 5, 3, 1,  13, 3, 5, 3
json, 9, 400, 36,  39, 529, 12133, 171, 17,  71, 9, 10, 13,  83, 4, 21, 4
json, 9, 800, 114,  41, 485, 348, 242, 81,  54, 7, 7, 6,  80, 14, 41, 1
json, 9, 1600, 94,  54, 1035, 3385, 3902, 48,  25, 9, 10, 41,  52, 42, 22, 9
json, 9, 3200, 174,  65, 1204, 13714, 887, 17,  16, 21, 14, 7,  53, 20, 11, 19
json, 9, 6400, 208,  94, 1568, 5468, 2525, 40,  24, 8, 38, 4,  87, 11, 17, 14
json, 9, 12800, 223,  115, 1521, 1541, 1675, 29,  28, 8, 6, 4,  69, 10, 16, 4
json, 9, 25600, 681,  147, 1109, 1658, 1911, 51,  4, 8, 8, 5,  66, 26, 22, 6
json, 9, 51200, 426,  189, 1124, 23558, 899, 30,  7, 4, 2, 0,  80, 17, 17, 12
json, 9, 102400, 1595,  222, 1113, 7739, 5315, 62,  10, 2, 2, 10,  53, 13, 14, 6
json, 9, 204800, 495,  271, 1196, 2672, 248, 16,  0, 1, 2, 1,  51, 18, 10, 6
json, 9, 409600, 882,  319, 809, 29915, 754, 30,  15, 0, 6, 0,  40, 11, 8, 7
json, 9, 819200, 1027,  357, 526, 47839, 45, 35,  1, 1, 0, 0,  29, 3, 6, 0
json, 9, 1638400, 569,  392, 448, 299525, 135, 26,  3, 1, 0, 0,  13, 1, 0, 1
json, 9, 3276800, 89,  427, 450, 251, 105, 14,  0, 0, 0, 0,  9, 5, 4, 2
json, 9, 6553600, 167,  446, 504, 1486, 34, 10,  0, 0, 0, 0,  8, 4, 1, 4
json, 9, 13107200, 25,  459, 540, 21, 5, 5,  0, 0, 0, 0,  2, 0, 1, 2
json, 9, 26214400, 88,  475, 594, 108, 37, 5,  0, 0, 0, 0,  3, 0, 5, 1
json, 9, 52428800, 39,  487, 701, 399, 785, 3,  0, 0, 0, 0,  0, 0, 1, 0
json, 9, 104857600, 26,  500, 788, 86, 21, 3,  0, 0, 0, 0,  1, 2, 3, 0
json, 9, 209715200, 18,  505, 1035, 86, 2, 5,  0, 0, 0, 0,  9, 2, 1, 2
json, 9, 419430400, 13,  509, 1740, 8, 3, 3,  0, 0, 0, 0,  0, 0, 0, 0
json, 9, 838860800, 12,  513, 2130, 19, 5, 2,  0, 0, 0, 0,  0, 0, 0, 0
json, 10, 100, 0,  2, 2, 10, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 10, 200, 28,  18, 304, 100, 575, 29,  14, 6, 15, 3,  34, 2, 12, 41
json, 10, 400, 70,  19, 286, 4700, 36, 57,  15, 14, 4, 2,  22, 18, 4, 8
json, 10, 800, 53,  48, 366, 148, 514, 14,  51, 9, 5, 1,  57, 11, 6, 2
json, 10, 1600, 66,  45, 752, 640, 160, 42,  57, 8, 28, 24,  75, 38, 14, 10
json, 10, 3200, 256,  45, 1563, 2933, 4800, 51,  4, 13, 43, 14,  29, 43, 20, 12
json, 10, 6400, 314,  102, 1599, 1472000, 175, 19,  39, 23, 11, 9,  88, 14, 15, 7
json, 10, 12800, 644,  120, 1573, 95418, 3883, 41,  12, 21, 15, 7,  82, 21, 34, 23
json, 10, 25600, 351,  173, 1375, 232533, 8240, 54,  33, 6, 5, 6,  84, 16, 26, 9
json, 10, 51200, 283,  207, 1076, 24576, 20275, 38,  29, 8, 7, 11,  83, 20, 18, 20
json, 10, 102400, 1106,  220, 972, 8366, 2972, 19,  11, 8, 2, 2,  63, 10, 6, 11
json, 10, 204800, 595,  258, 1023, 160793, 3106, 42,  3, 1, 1, 5,  41, 5, 14, 22
json, 10, 409600, 749,  307, 834, 35149, 6250, 18,  1, 0, 1, 1,  47, 10, 3, 6
json, 10, 819200, 532,  349, 526, 3376, 1221, 19,  0, 0, 0, 0,  34, 8, 0, 2
json, 10, 1638400, 321,  383, 463, 8308, 303, 9,  0, 0, 0, 0,  8, 10, 1, 1
json, 10, 3276800, 418,  405, 438, 86787, 10, 11,  2, 0, 0, 0,  9, 5, 0, 3
json, 10, 6553600, 402,  414, 461, 3585, 22, 21,  0, 0, 0, 0,  9, 0, 0, 0
json, 10, 13107200, 46,  439, 541, 163, 22, 8,  0, 0, 0, 0,  0, 2, 6, 2
json, 10, 26214400, 68,  454, 587, 30, 8, 11,  0, 0, 0, 0,  2, 0, 0, 6
json, 10, 52428800, 16,  467, 676, 105, 24, 14,  0, 0, 0, 0,  2, 0, 0, 0
json, 10, 104857600, 9,  472, 1034, 20, 8, 2,  0, 0, 0, 0,  0, 0, 0, 0
json, 10, 209715200, 20,  483, 1233, 367, 5, 5,  0, 0, 0, 0,  0, 0, 0, 0
json, 10, 419430400, 24,  493, 1374, 71, 41, 2,  0, 0, 0, 0,  0, 0, 0, 1
json, 11, 100, 0,  2, 3, 223, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 11, 200, 18,  9, 382, 108, 90, 7,  6, 4, 2, 5,  15, 15, 4, 0
json, 11, 400, 28,  18, 286, 467, 38, 36,  2, 5, 1, 4,  14, 3, 6, 5
json, 11, 800, 97,  125, 642, 12533, 356, 12,  58, 33, 8, 5,  88, 38, 4, 6
json, 11, 1600, 92,  44, 822, 8800, 1268, 21,  17, 51, 0, 2,  65, 21, 6, 7
json, 11, 3200, 262,  52, 1229, 1502, 702, 41,  15, 3, 4, 9,  32, 22, 6, 6
json, 11, 6400, 242,  89, 1358, 15120, 247, 103,  30, 14, 14, 45,  102, 10, 9, 8
json, 11, 12800, 322,  134, 1504, 6302, 1693, 67,  31, 4, 9, 11,  85, 18, 12, 14
json, 11, 25600, 584,  140, 1023, 24666, 3876, 44,  28, 4, 4, 5,  84, 18, 14, 15
json, 11, 51200, 639,  163, 963, 4100, 843, 58,  4, 2, 11, 1,  59, 14, 8, 4
json, 11, 102400, 2212,  236, 1061, 60148, 33776, 36,  12, 4, 11, 19,  91, 10, 6, 17
json, 11, 204800, 638,  272, 1193, 55809, 223, 37,  4, 2, 11, 2,  46, 17, 12, 21
json, 11, 409600, 567,  347, 894, 32832, 3203, 19,  4, 4, 0, 0,  38, 25, 14, 14
json, 11, 819200, 881,  369, 562, 37446, 1892, 16,  1, 0, 7, 0,  47, 8, 11, 1
json, 11, 1638400, 128,  422, 554, 6650, 26, 8,  0, 2, 0, 0,  29, 5, 4, 4
json, 11, 3276800, 142,  425, 490, 340, 8, 10,  0, 0, 0, 0,  20, 1, 0, 4
json, 11, 6553600, 87,  443, 482, 58, 21, 8,  0, 0, 0, 0,  7, 0, 1, 5
json, 11, 13107200, 15,  465, 515, 86, 45, 2,  0, 0, 0, 0,  6, 0, 0, 4
json, 11, 26214400, 228,  475, 664, 147, 5, 7,  0, 0, 0, 0,  1, 0, 3, 1
json, 11, 52428800, 112,  488, 729, 44, 2, 11,  0, 0, 0, 0,  0, 1, 0, 1
json, 11, 104857600, 14,  499, 904, 655, 6, 7,  0, 0, 0, 0,  0, 0, 1, 3
json, 11, 209715200, 30,  506, 995, 1367, 3, 6,  0, 0, 0, 0,  0, 0, 0, 0
json, 11, 419430400, 36,  510, 1244, 117, 25, 0,  0, 0, 0, 0,  6, 0, 0, 0
json, 11, 838860800, 10,  517, 1699, 61, 3, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 12, 100, 0,  2, 98, 192, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 12, 200, 30,  13, 87, 48, 86, 10,  10, 1, 7, 4,  19, 3, 15, 0
json, 12, 400, 20,  13, 122, 800, 1600, 8,  4, 1, 0, 1,  22, 8, 0, 1
json, 12, 800, 124,  26, 244, 2327, 8, 70,  26, 7, 3, 1,  46, 17, 11, 26
json, 12, 1600, 131,  61, 689, 6400, 269, 46,  37, 11, 12, 4,  59, 10, 12, 9
json, 12, 3200, 176,  68, 1344, 3045, 131, 44,  26, 11, 8, 13,  56, 16, 13, 7
json, 12, 6400, 287,  132, 1124, 20329, 180, 18,  55, 10, 12, 11,  102, 14, 18, 8
json, 12, 12800, 204,  104, 1185, 6355, 589, 72,  9, 10, 6, 9,  52, 19, 6, 9
json, 12, 25600, 1102,  136, 1068, 126976, 9300, 25,  19, 7, 6, 12,  83, 13, 18, 20
json, 12, 51200, 545,  178, 961, 60910, 362, 84,  11, 30, 15, 19,  93, 25, 15, 25
json, 12, 102400, 1533,  242, 1100, 3730, 872, 11,  3, 3, 2, 12,  45, 38, 23, 26
json, 12, 204800, 730,  276, 1060, 17687, 145, 25,  1, 0, 1, 5,  73, 12, 10, 2
json, 12, 409600, 918,  319, 751, 21644, 1746, 33,  2, 2, 0, 0,  41, 13, 11, 9
json, 12, 819200, 943,  376, 645, 17997, 437, 9,  1, 23, 1, 3,  59, 10, 4, 6
json, 12, 1638400, 311,  402, 490, 14076, 5, 17,  1, 0, 0, 10,  26, 4, 2, 6
json, 12, 3276800, 901,  436, 503, 11463, 569, 1,  0, 0, 2, 0,  11, 1, 0, 3
json, 12, 6553600, 142,  453, 491, 1205, 51, 4,  0, 0, 0, 0,  11, 7, 4, 1
json, 12, 13107200, 30,  466, 535, 37, 22, 2,  0, 0, 0, 0,  11, 0, 4, 6
json, 12, 26214400, 198,  477, 596, 29, 2, 5,  0, 0, 0, 0,  2, 0, 0, 1
json, 12, 52428800, 33,  491, 636, 1960, 9, 7,  0, 0, 0, 0,  2, 0, 0, 0
json, 12, 104857600, 35,  504, 934, 225, 4, 2,  0, 0, 0, 0,  2, 0, 0, 0
json, 12, 209715200, 46,  508, 1244, 63, 5, 5,  0, 0, 0, 0,  1, 0, 0, 3
json, 12, 419430400, 26,  512, 1600, 15, 2, 3,  0, 0, 0, 0,  0, 0, 0, 0
json, 12, 838860800, 2,  517, 1703, 56, 3, 4,  0, 0, 0, 0,  1, 0, 0, 0
json, 13, 100, 0,  2, 70, 4, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 13, 200, 27,  8, 76, 125, 0, 37,  4, 1, 0, 9,  5, 0, 10, 0
json, 13, 400, 69,  35, 175, 67, 28, 44,  39, 29, 1, 1,  49, 24, 2, 1
json, 13, 800, 36,  38, 479, 86, 1356, 29,  40, 6, 5, 20,  60, 7, 16, 17
json, 13, 1600, 149,  34, 1121, 840, 680, 35,  5, 3, 20, 4,  43, 15, 5, 4
json, 13, 3200, 240,  75, 1365, 4634, 861, 33,  52, 8, 8, 10,  92, 11, 14, 9
json, 13, 6400, 304,  76, 1400, 3606, 300, 28,  19, 3, 30, 30,  54, 58, 20, 17
json, 13, 12800, 350,  116, 1560, 48246, 4662, 43,  12, 9, 3, 21,  44, 29, 18, 8
json, 13, 25600, 482,  162, 1167, 38737, 661, 24,  33, 4, 3, 2,  94, 9, 17, 6
json, 13, 51200, 460,  209, 1188, 6440, 4468, 19,  30, 3, 9, 7,  70, 43, 22, 19
json, 13, 102400, 2400,  214, 871, 520192, 8648, 42,  3, 1, 7, 3,  52, 34, 8, 9
json, 13, 204800, 651,  272, 1116, 16497, 198, 36,  1, 0, 0, 1,  62, 12, 13, 5
json, 13, 409600, 565,  327, 898, 30995, 2969, 11,  4, 1, 1, 2,  56, 7, 7, 23
json, 13, 819200, 554,  362, 588, 48580, 11313, 21,  2, 0, 0, 0,  27, 26, 7, 5
json, 13, 1638400, 717,  399, 449, 84659, 15, 9,  1, 0, 0, 1,  23, 5, 0, 6
json, 13, 3276800, 506,  418, 459, 429, 2623, 6,  0, 0, 0, 0,  5, 1, 2, 2
json, 13, 6553600, 33,  432, 527, 60, 11, 14,  0, 0, 0, 0,  2, 0, 2, 1
json, 13, 13107200, 21,  445, 483, 29, 3, 5,  0, 0, 0, 0,  4, 1, 1, 0
json, 13, 26214400, 509,  468, 567, 58972, 43, 6,  0, 0, 3, 0,  9, 5, 2, 3
json, 13, 52428800, 19,  477, 720, 28, 9, 3,  0, 0, 0, 0,  1, 1, 2, 3
json, 13, 104857600, 26,  485, 764, 38, 2, 12,  0, 0, 0, 0,  0, 0, 0, 0
json, 13, 209715200, 12,  497, 1132, 123, 5, 4,  0, 0, 0, 0,  4, 0, 3, 0
json, 13, 419430400, 31,  502, 1541, 55, 9, 3,  0, 0, 0, 0,  0, 0, 0, 0
json, 13, 838860800, 11,  522, 1879, 252, 33, 0,  0, 0, 0, 0,  0, 2, 1, 0
json, 14, 100, 0,  2, 4, 1, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 14, 200, 34,  17, 1861, 600, 86, 23,  8, 1, 0, 0,  12, 5, 1, 17
json, 14, 400, 56,  63, 187, 2029, 113, 21,  65, 8, 4, 9,  70, 20, 5, 1
json, 14, 800, 72,  63, 701, 960, 395, 94,  53, 17, 8, 8,  72, 6, 3, 11
json, 14, 1600, 91,  71, 997, 3793, 1159, 39,  46, 11, 8, 8,  72, 12, 11, 13
json, 14, 3200, 149,  72, 1366, 115200, 1254, 15,  15, 39, 7, 14,  73, 21, 9, 13
json, 14, 6400, 279,  70, 1564, 10000, 118, 61,  7, 34, 5, 17,  60, 17, 19, 12
json, 14, 12800, 378,  104, 1849, 40758, 1578, 38,  7, 11, 11, 10,  56, 10, 8, 25
json, 14, 25600, 381,  141, 1106, 6640, 8650, 40,  10, 15, 5, 43,  66, 61, 11, 26
json, 14, 51200, 369,  173, 1126, 89043, 4675, 26,  5, 15, 9, 1,  61, 11, 11, 10
json, 14, 102400, 2471,  212, 786, 16549, 1693, 44,  9, 3, 1, 1,  45, 11, 18, 9
json, 14, 204800, 708,  253, 968, 12068, 4345, 72,  9, 7, 2, 1,  36, 31, 6, 10
json, 14, 409600, 666,  319, 805, 32424, 2240, 17,  2, 0, 1, 12,  24, 21, 11, 14
json, 14, 819200, 607,  334, 491, 2289, 748, 16,  0, 0, 0, 0,  10, 2, 3, 1
json, 14, 1638400, 372,  390, 462, 31944, 8273, 29,  0, 5, 0, 0,  24, 14, 0, 2
json, 14, 3276800, 600,  404, 433, 52715, 41, 11,  0, 0, 0, 0,  5, 5, 0, 13
json, 14, 6553600, 183,  422, 536, 3867, 167, 11,  0, 0, 0, 0,  7, 0, 1, 0
json, 14, 13107200, 13,  442, 530, 46, 6, 12,  0, 0, 0, 0,  4, 1, 1, 1
json, 14, 26214400, 58,  451, 589, 56, 26, 5,  0, 0, 0, 0,  0, 0, 3, 0
json, 14, 52428800, 25,  464, 625, 41, 5, 6,  0, 0, 0, 0,  0, 0, 0, 2
json, 14, 104857600, 44,  477, 848, 15, 8, 5,  0, 0, 0, 0,  0, 0, 0, 0
json, 14, 209715200, 79,  488, 1250, 29, 2, 5,  0, 0, 0, 0,  0, 0, 0, 0
json, 14, 419430400, 15,  498, 1663, 35, 9, 11,  0, 0, 0, 0,  0, 3, 1, 0
json, 14, 838860800, 6,  502, 1775, 3, 7, 2,  0, 0, 0, 0,  0, 0, 0, 0
json, 15, 100, 0,  2, 2, 2, 0, 0,  0, 0, 0, 0,  1, 0, 0, 0
json, 15, 200, 44,  40, 726, 37800, 225, 53,  58, 5, 5, 1,  59, 7, 6, 0
json, 15, 400, 54,  18, 548, 11600, 133, 25,  16, 7, 2, 3,  26, 3, 4, 3
json, 15, 800, 108,  42, 501, 769, 1078, 29,  71, 9, 4, 3,  83, 11, 4, 4
json, 15, 1600, 169,  62, 820, 4724, 599, 63,  27, 12, 28, 33,  59, 43, 13, 14
json, 15, 3200, 197,  60, 1008, 16800, 380, 35,  17, 9, 3, 23,  42, 22, 10, 15
json, 15, 6400, 267,  85, 1279, 3249, 156, 58,  43, 4, 17, 54,  114, 11, 18, 21
json, 15, 12800, 483,  102, 940, 9098, 1378, 40,  15, 14, 13, 13,  79, 16, 19, 36
json, 15, 25600, 234,  144, 1038, 24462, 8913, 32,  25, 2, 6, 3,  73, 9, 15, 13
json, 15, 51200, 436,  197, 944, 43886, 343, 84,  45, 15, 9, 12,  114, 15, 6, 7
json, 15, 102400, 3129,  225, 1041, 38163, 2868, 43,  7, 14, 3, 1,  61, 23, 11, 17
json, 15, 204800, 505,  254, 1024, 31722, 6702, 61,  1, 0, 1, 0,  66, 8, 5, 7
json, 15, 409600, 713,  320, 834, 23750, 1718, 26,  9, 0, 0, 19,  63, 8, 13, 4
json, 15, 819200, 568,  346, 522, 6478, 4188, 28,  0, 0, 0, 0,  17, 7, 2, 9
json, 15, 1638400, 216,  379, 482, 29767, 1631, 8,  0, 0, 0, 0,  9, 1, 4, 1
json, 15, 3276800, 77,  395, 474, 12128, 7, 6,  0, 0, 2, 0,  6, 1, 2, 0
json, 15, 6553600, 84,  414, 479, 358, 356, 10,  0, 0, 0, 0,  7, 4, 3, 1
json, 15, 13107200, 86,  431, 547, 68, 8, 6,  0, 0, 0, 0,  7, 0, 0, 1
json, 15, 26214400, 44,  453, 612, 27, 7, 13,  0, 0, 0, 0,  1, 0, 1, 0
json, 15, 52428800, 31,  465, 678, 12, 22, 6,  0, 0, 0, 0,  0, 0, 0, 0
json, 15, 104857600, 30,  474, 866, 169, 169, 12,  0, 0, 0, 0,  1, 0, 0, 0
json, 15, 209715200, 33,  483, 1051, 21, 4, 4,  0, 0, 0, 0,  0, 0, 2, 0
json, 15, 419430400, 262,  494, 1093, 176, 35, 1,  0, 0, 0, 0,  0, 3, 1, 3
json, 16, 100, 0,  2, 2, 3, 0, 0,  0, 0, 0, 0,  0, 0, 0, 2
json, 16, 200, 33,  14, 97, 1600, 0, 24,  15, 0, 1, 1,  16, 1, 2, 0
json, 16, 400, 88,  27, 426, 6640, 366, 42,  19, 3, 2, 12,  36, 12, 1, 1
json, 16, 800, 48,  51, 721, 3486, 472, 17,  17, 13, 7, 10,  28, 13, 43, 20
json, 16, 1600, 145,  61, 1152, 5091, 163, 10,  26, 13, 7, 11,  44, 10, 13, 4
json, 16, 3200, 238,  72, 1180, 2611, 1395, 92,  40, 19, 22, 7,  69, 14, 32, 7
json, 16, 6400, 232,  94, 1562, 7626, 239, 41,  30, 26, 9, 22,  90, 24, 31, 13
json, 16, 12800, 398,  118, 1047, 3258, 709, 35,  18, 6, 7, 2,  72, 18, 12, 12
json, 16, 25600, 360,  143, 1123, 15515, 1115, 93,  20, 16, 9, 8,  128, 18, 12, 9
json, 16, 51200, 439,  187, 1113, 24220, 23607, 44,  16, 1, 13, 0,  92, 13, 9, 8
json, 16, 102400, 1636,  230, 1183, 11159, 10421, 38,  5, 10, 1, 16,  66, 15, 27, 15
json, 16, 204800, 862,  276, 1367, 179200, 1674, 23,  1, 24, 2, 3,  64, 15, 10, 13
json, 16, 409600, 655,  328, 793, 6523, 98, 17,  0, 1, 0, 1,  65, 14, 3, 17
json, 16, 819200, 825,  353, 560, 4237, 785, 18,  0, 3, 0, 0,  19, 1, 1, 8
json, 16, 1638400, 251,  388, 431, 840617, 145, 11,  1, 0, 0, 0,  11, 1, 2, 2
json, 16, 3276800, 148,  415, 473, 27359, 313, 17,  0, 2, 1, 0,  10, 1, 2, 2
json, 16, 6553600, 484,  438, 500, 31073, 160, 4,  0, 1, 0, 0,  6, 1, 2, 0
json, 16, 13107200, 75,  460, 532, 1420, 1420, 7,  0, 0, 0, 0,  11, 1, 0, 2
json, 16, 26214400, 59,  473, 598, 111, 23, 9,  0, 0, 0, 0,  5, 0, 0, 0
json, 16, 52428800, 90,  486, 600, 12, 6, 11,  0, 0, 0, 0,  0, 2, 1, 1
json, 16, 104857600, 35,  497, 790, 752, 3, 8,  0, 0, 0, 0,  0, 1, 0, 0
json, 16, 209715200, 32,  509, 979, 30, 30, 4,  0, 0, 0, 0,  0, 0, 0, 3
json, 16, 419430400, 43,  517, 1095, 211, 3, 2,  0, 0, 0, 0,  6, 0, 0, 0
json, 16, 838860800, 23,  528, 1669, 382, 10, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 17, 100, 0,  2, 4, 2, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 17, 200, 28,  5, 105, 25, 0, 3,  0, 10, 4, 0,  14, 0, 0, 0
json, 17, 400, 42,  62, 490, 800, 69, 26,  26, 13, 0, 2,  40, 24, 4, 1
json, 17, 800, 66,  27, 372, 6400, 502, 85,  13, 16, 10, 6,  39, 3, 34, 4
json, 17, 1600, 121,  46, 941, 1208, 963, 54,  13, 41, 36, 8,  86, 10, 26, 9
json, 17, 3200, 200,  62, 1071, 7217, 359, 80,  29, 10, 6, 7,  52, 10, 11, 7
json, 17, 6400, 216,  104, 1225, 7293, 387, 44,  45, 11, 14, 13,  73, 15, 15, 42
json, 17, 12800, 300,  108, 1593, 27366, 12800, 18,  12, 9, 18, 15,  76, 22, 12, 12
json, 17, 25600, 348,  143, 1098, 12089, 3056, 47,  20, 5, 11, 11,  88, 16, 25, 11
json, 17, 51200, 457,  188, 1068, 12800, 10012, 64,  16, 10, 36, 6,  103, 20, 15, 24
json, 17, 102400, 2229,  211, 956, 11453, 898, 116,  4, 7, 7, 1,  63, 18, 13, 17
json, 17, 204800, 604,  264, 1024, 165702, 7138, 28,  3, 1, 1, 6,  48, 15, 7, 7
json, 17, 409600, 626,  312, 768, 9314, 3888, 20,  1, 1, 0, 2,  41, 3, 5, 13
json, 17, 819200, 590,  345, 487, 93990, 289, 30,  9, 1, 0, 0,  26, 4, 4, 3
json, 17, 1638400, 219,  397, 580, 710, 251, 23,  0, 0, 0, 0,  17, 2, 4, 2
json, 17, 3276800, 97,  404, 467, 2889, 314, 10,  0, 0, 0, 0,  11, 2, 0, 2
json, 17, 6553600, 172,  426, 488, 329, 150, 5,  0, 0, 0, 0,  2, 4, 3, 3
json, 17, 13107200, 54,  440, 524, 87, 4, 8,  0, 0, 0, 0,  16, 1, 3, 0
json, 17, 26214400, 117,  454, 681, 74, 9, 6,  0, 0, 0, 0,  5, 0, 1, 1
json, 17, 52428800, 69,  461, 698, 105, 4, 11,  0, 0, 0, 0,  1, 0, 0, 3
json, 17, 104857600, 18,  495, 673, 178, 178, 6,  0, 0, 0, 0,  1, 1, 0, 1
json, 17, 209715200, 8,  491, 1099, 11, 4, 7,  0, 0, 0, 0,  0, 0, 0, 0
json, 17, 419430400, 5,  499, 1653, 17, 2, 1,  0, 0, 0, 0,  0, 0, 0, 0
json, 17, 838860800, 13,  500, 1921, 3, 3, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 18, 100, 0,  2, 111, 6, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 18, 200, 23,  20, 1395, 1400, 63, 21,  19, 2, 1, 6,  29, 2, 0, 0
json, 18, 400, 36,  11, 522, 32, 66, 34,  2, 1, 0, 11,  4, 2, 13, 20
json, 18, 800, 86,  24, 377, 5000, 6, 13,  11, 34, 5, 9,  57, 8, 3, 3
json, 18, 1600, 84,  49, 774, 1406, 262, 54,  26, 8, 7, 23,  39, 28, 13, 5
json, 18, 3200, 168,  61, 1030, 1582, 260, 31,  12, 12, 24, 7,  46, 28, 9, 10
json, 18, 6400, 236,  85, 1496, 81067, 7400, 17,  17, 10, 12, 16,  61, 45, 16, 5
json, 18, 12800, 647,  96, 1115, 9910, 1158, 38,  10, 29, 13, 7,  75, 13, 14, 13
json, 18, 25600, 505,  144, 1318, 11209, 1138, 27,  11, 9, 4, 4,  79, 15, 15, 14
json, 18, 51200, 411,  209, 1400, 33298, 2618, 38,  7, 14, 3, 1,  75, 17, 14, 10
json, 18, 102400, 1946,  239, 872, 15438, 749, 56,  15, 1, 2, 5,  71, 26, 8, 15
json, 18, 204800, 612,  256, 946, 2184, 862, 29,  3, 0, 0, 0,  42, 20, 7, 6
json, 18, 409600, 624,  293, 690, 20137, 45, 32,  0, 0, 0, 1,  20, 14, 6, 12
json, 18, 819200, 557,  331, 489, 29513, 462, 18,  1, 0, 1, 8,  26, 18, 2, 8
json, 18, 1638400, 677,  390, 540, 5734400, 8588, 7,  13, 0, 9, 0,  36, 16, 4, 4
json, 18, 3276800, 108,  400, 476, 1911, 5, 13,  0, 0, 0, 2,  8, 0, 4, 3
json, 18, 6553600, 36,  417, 454, 113, 15, 22,  0, 0, 0, 0,  0, 1, 1, 0
json, 18, 13107200, 37,  443, 623, 2554, 4, 8,  0, 0, 0, 0,  2, 0, 0, 2
json, 18, 26214400, 49,  452, 669, 116, 4, 6,  0, 0, 0, 0,  3, 1, 0, 0
json, 18, 52428800, 132,  473, 592, 12852, 731, 11,  0, 0, 0, 0,  0, 0, 0, 0
json, 18, 104857600, 30,  482, 851, 58, 6, 3,  0, 0, 0, 0,  1, 0, 0, 0
json, 18, 209715200, 15,  498, 1226, 72, 8, 1,  0, 0, 0, 0,  0, 0, 0, 0
json, 18, 419430400, 16,  502, 1461, 788, 3, 4,  0, 0, 0, 0,  3, 0, 0, 0
json, 18, 838860800, 6,  505, 2058, 64, 1, 0,  0, 0, 0, 0,  1, 0, 0, 0
json, 19, 100, 0,  2, 2, 1, 0, 0,  0, 0, 0, 0,  0, 0, 1, 0
json, 19, 200, 45,  12, 208, 2700, 233, 39,  9, 0, 2, 2,  12, 0, 2, 1
json, 19, 400, 17,  16, 302, 270, 39, 18,  3, 1, 4, 14,  7, 7, 8, 9
json, 19, 800, 59,  32, 404, 800, 10, 50,  20, 4, 40, 4,  65, 8, 6, 8
json, 19, 1600, 155,  59, 658, 1487, 117, 60,  60, 8, 35, 4,  75, 30, 8, 11
json, 19, 3200, 223,  60, 922, 2667, 719, 55,  13, 35, 36, 33,  57, 37, 41, 19
json, 19, 6400, 194,  88, 1402, 18080, 811, 38,  12, 31, 7, 44,  71, 14, 8, 46
json, 19, 12800, 268,  108, 1398, 12174, 2799, 50,  7, 3, 7, 7,  43, 17, 13, 22
json, 19, 25600, 353,  136, 1261, 2803, 840, 48,  13, 3, 7, 20,  75, 11, 22, 7
json, 19, 51200, 469,  174, 982, 10817, 39662, 29,  12, 1, 1, 5,  64, 14, 15, 15
json, 19, 102400, 1746,  227, 1231, 5253, 4505, 16,  6, 3, 3, 9,  66, 8, 8, 16
json, 19, 204800, 580,  270, 1026, 43096, 578, 36,  1, 2, 0, 3,  42, 19, 12, 5
json, 19, 409600, 606,  314, 840, 20791, 914, 36,  1, 2, 0, 1,  27, 13, 3, 12
json, 19, 819200, 648,  364, 519, 38088, 5972, 15,  0, 0, 2, 0,  17, 1, 7, 11
json, 19, 1638400, 165,  391, 436, 5372, 276, 10,  0, 0, 1, 0,  11, 7, 1, 8
json, 19, 3276800, 47,  405, 461, 2055, 35, 8,  0, 0, 0, 0,  3, 1, 0, 1
json, 19, 6553600, 56,  437, 506, 5341, 297, 14,  0, 0, 0, 0,  2, 0, 0, 0
json, 19, 13107200, 38,  453, 579, 2522, 3, 4,  0, 0, 0, 0,  8, 1, 0, 2
json, 19, 26214400, 185,  471, 670, 574, 82, 7,  0, 0, 0, 0,  3, 1, 0, 0
json, 19, 52428800, 10,  486, 812, 53, 36, 13,  0, 0, 0, 0,  1, 1, 0, 0
json, 19, 104857600, 45,  498, 1165, 43, 19, 5,  0, 0, 0, 0,  2, 0, 0, 0
json, 19, 209715200, 17,  502, 1856, 41, 3, 9,  0, 0, 0, 0,  3, 0, 0, 0
json, 19, 419430400, 19,  505, 2474, 9, 2, 7,  0, 0, 0, 0,  1, 4, 2, 0
json, 19, 838860800, 43,  512, 2821, 20, 3, 2,  0, 0, 0, 0,  1, 0, 2, 0
json, 20, 100, 0,  2, 2, 2, 0, 0,  0, 0, 0, 0,  0, 0, 0, 0
json, 20, 200, 30,  25, 65, 320, 920, 49,  21, 3, 0, 3,  21, 5, 10, 2
json, 20, 400, 50,  86, 307, 1633, 90, 48,  48, 1, 5, 0,  53, 14, 2, 2
